,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease-ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,bbl
220529,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,325,73, ,C0,257 DEGRAW STREET                        ,            ,11231,3,0,3,1238,2880,1901,1,C0,0,2016-11-07,3003250073
220530,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,333,19, ,C0,274 DE GRAW                              ,            ,11231,3,0,3,2000,3400,1900,1,C0,3500000,2016-08-04,3003330019
220531,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,333,22, ,C0,280 DEGRAW STREET                        ,            ,11231,3,0,3,2000,3600,1899,1,C0,3475000,2016-04-14,3003330022
220532,3,COBBLE HILL              ,03  THREE FAMILY DWELLINGS                  ,1,333,28, ,C0,292 DEGRAW STREET                        ,            ,11231,3,0,3,1250,1755,1899,1,C0,0,2016-08-04,3003330028
220537,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,284,25, ,C7,108 ATLANTIC AVENUE                      ,9           ,11201,9,3,12,3375,11490,1915,2,C7,0,2016-01-01,3002840025
220538,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,285,4, ,C1,327 HENRY STREET                         ,8           ,11201,8,0,8,2250,5800,1915,2,C1,0,2016-08-31,3002850004
220539,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,292,6, ,C3,205 CLINTON STREET                       ,4           ,11201,4,0,4,2250,3600,1900,2,C3,0,2016-01-27,3002920006
220540,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,296,14, ,C3,128 AMITY STREET                         ,4           ,11201,4,0,4,2500,3750,1900,2,C3,0,2016-12-27,3002960014
220541,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,301,40, ,C3,163 WARREN STREET                        ,            ,11201,4,0,4,2458,5500,1900,2,C3,0,2016-11-07,3003010040
220542,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,301,40, ,C3,163 WARREN STREET                        ,            ,11201,4,0,4,2458,5500,1900,2,C3,0,2016-11-03,3003010040
220543,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,302,37, ,C7,194 COURT STREET                         ,14          ,11201,14,2,16,4162,9072,1900,2,C7,0,2016-03-02,3003020037
220544,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,302,39, ,C7,196 COURT STREET                         ,14          ,11201,14,3,17,4193,8736,1900,2,C7,0,2016-03-02,3003020039
220545,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2,302,40, ,C7,198 COURT STREET                         ,16          ,11201,14,2,16,4193,8736,1900,2,C7,0,2016-03-02,3003020040
220546,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,302,57, ,C2,211 WARREN STREET                        ,            ,11201,5,0,5,2500,5000,1900,2,C2,3315000,2016-12-20,3003020057
220547,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,321,10, ,C3,503 HICKS STREET                         ,            ,11231,4,0,4,1947,2772,1900,2,C3,0,2016-03-11,3003210010
220548,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2B,321,21, ,C1,481 HICKS STREET                         ,8           ,11231,8,0,8,2301,5824,1920,2,C1,3500000,2016-12-22,3003210021
220549,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,322,15, ,C3,31 CHEEVER PLACE                         ,            ,11231,4,0,4,1718,2280,1900,2,C3,4215000,2016-10-26,3003220015
220550,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,322,57, ,C3,474 HENRY STREET                         ,            ,11231,4,0,4,1859,2835,1900,2,C3,0,2016-03-11,3003220057
220551,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,322,59, ,C3,478 HENRY STREET                         ,            ,11231,4,0,4,1876,2760,1900,2,C3,0,2016-12-12,3003220059
220552,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,322,61, ,C3,482 HENRY STREET                         ,            ,11231,4,0,4,2037,2898,1900,2,C3,3550000,2016-06-17,3003220061
220553,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,323,44, ,C3,20 STRONG PLACE                          ,            ,11231,4,0,4,1829,2160,1900,2,C3,0,2016-12-27,3003230044
220554,3,COBBLE HILL              ,07  RENTALS - WALKUP APARTMENTS             ,2A,332,13, ,C3,218 DEGRAW STREET                        ,            ,11231,4,0,4,2500,3600,1900,2,C3,0,2016-04-05,3003320013
220555,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,285,36, ,C6,"135 PACIFIC STREET, 5                    ",            ,11201,0,0,0,0,0,1851,2,C6,1250000,2016-09-30,3002850036
220556,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,285,44, ,C6,"119 PACIFIC STREET, 1                    ",            ,11201,0,0,0,0,0,1900,2,C6,1195000,2016-06-13,3002850044
220557,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,291,24, ,C6,"222 CLINTON STREET, 4                    ",            ,11201,0,0,0,0,0,1900,2,C6,1950000,2016-05-09,3002910024
220558,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,291,43, ,C6,"135 AMITY STREET, 2A                     ",            ,11201,0,0,0,0,0,1901,2,C6,810000,2016-11-10,3002910043
220559,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, 3C                   ",            ,11201,0,0,0,0,0,1901,2,C6,781000,2016-12-19,3002920016
220560,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,50, ,C6,"175 AMITY STREET, D-1                    ",            ,11201,0,0,0,0,0,1900,2,C6,570000,2016-01-06,3002920050
220561,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,296,23, ,C6,"146 AMITY STREET, 6                      ",            ,11201,0,0,0,0,0,1983,2,C6,779000,2016-02-04,3002960023
220562,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"203 WARREN STREET, 203B                  ",            ,11201,0,0,0,0,0,1901,2,C6,1350000,2016-01-29,3003020058
220563,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"58 VERANDAH PLACE, 58                    ",            ,11201,0,0,0,0,0,1901,2,C6,1700000,2016-05-09,3003020058
220564,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,307,8, ,C6,"263 CLINTON STREET, 2                    ",            ,11201,0,0,0,0,0,1900,2,C6,1037500,2016-10-17,3003070008
220565,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,307,52, ,C6,"225 BALTIC STREET, 2F                    ",            ,11201,0,0,0,0,0,1910,2,C6,921000,2016-12-15,3003070052
220566,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,310,12, ,C6,"142 BALTIC STREET, 3F                    ",            ,11201,0,0,0,0,0,1923,2,C6,500000,2016-06-02,3003100012
220567,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,311,25, ,C6,"202 BALTIC STREET, 4                     ",            ,11201,0,0,0,0,0,1910,2,C6,525000,2016-02-11,3003110025
220568,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,311,33, ,C6,"314 CLINTON STREET, A                    ",            ,11201,0,0,0,0,0,1900,2,C6,1450000,2016-08-02,3003110033
220569,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,311,38, ,C6,"193 KANE STREET, 2                       ",            ,11231,0,0,0,0,0,1920,2,C6,1460000,2016-08-22,3003110038
220570,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,321,43, ,C6,"12 CHEEVER PLACE, 2                      ",            ,11231,0,0,0,0,0,1920,2,C6,1100000,2016-12-12,3003210043
220571,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,322,19, ,C6,"23 CHEEVER PLACE, 2                      ",            ,11231,0,0,0,0,0,1900,2,C6,910000,2016-11-14,3003220019
220572,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,326,17, ,C6,"29 TOMPKINS PLACE, 3                     ",            ,11231,0,0,0,0,0,1910,2,C6,985000,2016-04-28,3003260017
220573,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,326,17, ,C6,"29 TOMPKINS PLACE, 2                     ",            ,11231,0,0,0,0,0,1910,2,C6,1200000,2016-11-08,3003260017
220574,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,331,15, ,C6,"188 DEGRAW STREET, 3                     ",            ,11231,0,0,0,0,0,1984,2,C6,1095000,2016-05-31,3003310015
220575,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,332,26, ,C6,"374 CLINTON STREET, 2                    ",            ,11231,0,0,0,0,0,1900,2,C6,1925000,2016-06-02,3003320026
220576,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 6B                  ",            ,11201,0,0,0,0,0,1952,2,D4,685000,2016-03-31,3003020009
220577,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS, 4B                         ",            ,11201,0,0,0,0,0,1952,2,D4,200000,2016-05-26,3003020009
220578,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 2G                  ",            ,11201,0,0,0,0,0,1952,2,D4,400000,2016-06-17,3003020009
220579,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 3E                  ",            ,11201,0,0,0,0,0,1952,2,D4,670000,2016-07-06,3003020009
220580,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 6C                  ",            ,11201,0,0,0,0,0,1952,2,D4,731000,2016-08-18,3003020009
220581,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS STREET, 6D                  ",            ,11201,0,0,0,0,0,1952,2,D4,645000,2016-10-28,3003020009
220582,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 1E                  ",            ,11201,0,0,0,0,0,1952,2,D4,425000,2016-12-06,3003020009
220607,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,285,2, ,S9,331 HENRY STREET                         ,            ,11201,4,2,6,2250,6750,1915,2,S9,0,2016-05-19,3002850002
220608,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,297,26, ,S3,166 COURT STREET                         ,            ,11201,3,1,4,1600,3404,1931,2,S3,0,2016-10-12,3002970026
220609,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,310,20, ,S3,404 HENRY STREET                         ,            ,11201,3,1,4,1830,3960,1900,2,S3,0,2016-07-28,3003100020
220610,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,322,62, ,S9,484 HENRY STREET                         ,            ,11231,3,2,5,2094,4464,1900,2,S9,0,2016-03-11,3003220062
220611,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,325,1, ,S9,359 CLINTON STREET                       ,            ,11231,3,2,5,2250,4951,1931,2,S9,2500000,2016-05-31,3003250001
220612,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,333,38, ,S4,320 COURT STREET                         ,            ,11231,4,1,5,2000,6000,1900,2,S4,4975000,2016-10-24,3003330038
220621,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,284,1, ,I1,355 HICKS STREET                         ,            ,11201,0,1,1,28388,354047,1972,4,I1,0,2016-07-22,3002840001
220622,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,290,13, ,I1,340 HENRY STREET                         ,            ,11201,0,1,1,80800,258000,1900,4,I1,0,2016-07-22,3002900013
220623,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,295,13, ,I4,86 AMITY STREET                          ,            ,11201,0,1,1,2500,3000,1931,4,I4,3875000,2016-09-27,3002950013
220624,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,295,38, ,I4,113 CONGRESS STREET                      ,            ,11201,0,1,1,2500,5800,1931,4,I4,3800000,2016-07-15,3002950038
220663,3,COBBLE HILL-WEST         ,01  ONE FAMILY DWELLINGS                    ,1,299,36, ,A4,85 WARREN STREET                         ,            ,11201,1,0,1,1997,2960,1899,1,A4,0,2016-06-17,3002990036
220664,3,COBBLE HILL-WEST         ,01  ONE FAMILY DWELLINGS                    ,1,319,66, ,A1,48 TIFFANY PLACE                         ,            ,11231,1,0,1,2101,1784,1931,1,A1,2490000,2016-10-18,3003190066
220665,3,COBBLE HILL-WEST         ,01  ONE FAMILY DWELLINGS                    ,1,330,50, ,A5,133 SACKETT STREET                       ,            ,11231,1,0,1,629,1560,1990,1,A5,0,2016-08-19,3003300050
220666,3,COBBLE HILL-WEST         ,01  ONE FAMILY DWELLINGS                    ,1,342,23, ,S1,144 UNION STREET                         ,            ,11231,1,1,2,1500,3740,1931,1,S1,0,2016-08-05,3003420023
220667,3,COBBLE HILL-WEST         ,01  ONE FAMILY DWELLINGS                    ,1,358,11, ,A9,88 SUMMIT STREET                         ,            ,11231,1,0,1,600,1200,1900,1,A9,0,2016-12-20,3003580011
220668,3,COBBLE HILL-WEST         ,02  TWO FAMILY DWELLINGS                    ,1,353,7, ,S2,273 COLUMBIA STREET                      ,            ,11231,2,1,3,1700,2320,1931,1,S2,10,2016-04-06,3003530007
220669,3,COBBLE HILL-WEST         ,02  TWO FAMILY DWELLINGS                    ,1,358,23, ,B1,112 SUMMIT STREET                        ,            ,11231,2,0,2,2000,2160,1899,1,B1,1450000,2016-10-18,3003580023
220670,3,COBBLE HILL-WEST         ,03  THREE FAMILY DWELLINGS                  ,1,304,23, ,C0,93 BALTIC STREET                         ,            ,11201,3,0,3,2090,3090,1995,1,C0,2500000,2016-10-03,3003040023
220671,3,COBBLE HILL-WEST         ,03  THREE FAMILY DWELLINGS                  ,1,329,21, ,C0,94 DEGRAW STREET                         ,            ,11231,3,0,3,1750,2397,1899,1,C0,0,2016-08-15,3003290021
220672,3,COBBLE HILL-WEST         ,03  THREE FAMILY DWELLINGS                  ,1,329,21, ,C0,94 DE GRAW STREET                        ,            ,11231,3,0,3,1750,2397,1899,1,C0,1050000,2016-08-15,3003290021
220673,3,COBBLE HILL-WEST         ,03  THREE FAMILY DWELLINGS                  ,1,363,22, ,C0,44 WOODHULL STREET                       ,            ,11231,3,0,3,2000,3424,1910,1,C0,1550000,2016-01-15,3003630022
220689,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,299,14, ,C3,82 CONGRESS STREET                       ,            ,11201,4,0,4,1724,2553,1931,2,C3,0,2016-12-31,3002990014
220690,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,299,14, ,C3,82 CONGRESS STREET                       ,            ,11201,4,0,4,1724,2553,1931,2,C3,0,2016-12-30,3002990014
220691,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,299,38, ,C3,81 WARREN STREET                         ,3           ,11201,4,0,4,2496,2960,1911,2,C3,3250000,2016-10-06,3002990038
220692,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2B,309,19, ,C1,108 BALTIC STREET                        ,8           ,11201,8,0,8,2621,6000,1931,2,C1,3200000,2016-10-07,3003090019
220693,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2B,309,20, ,C1,110 BALTIC STREET                        ,8           ,11201,8,0,8,2621,6000,1931,2,C1,3200000,2016-10-07,3003090020
220694,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,309,47, ,C3,95 KANE STREET                           ,            ,11231,4,0,4,2086,2508,1900,2,C3,2600000,2016-08-15,3003090047
220695,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,330,22, ,C2,150 DE GRAW STREET                       ,            ,11231,5,0,5,1950,4560,1900,2,C2,2450000,2016-02-18,3003300022
220696,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,353,22, ,C3,88 CARROLL STREET                        ,            ,11231,4,0,4,2183,2401,1900,2,C3,0,2016-08-11,3003530022
220697,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,358,10, ,C3,287 COLUMBIA STREET                      ,            ,11231,4,0,4,1004,4000,1900,2,C3,0,2016-12-20,3003580010
220721,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2A,319,24, ,S3,145 COLUMBIA STREET                      ,            ,11231,3,1,4,1869,3800,1900,2,S3,590267,2016-11-26,3003190024
220722,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2A,342,20, ,S3,136 UNION STREET                         ,3           ,11231,3,1,4,2500,6294,1900,2,S3,3600000,2016-09-01,3003420020
220723,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2A,358,3, ,S3,301 COLUMBIA STREET                      ,4           ,11231,3,1,4,1600,5540,1900,2,S3,1830000,2016-05-16,3003580003
220740,3,COBBLE HILL-WEST         ,29  COMMERCIAL GARAGES                      ,4,329,6, ,G7,64 DE GRAW STREET                        ,            ,11231,0,0,0,1950,0,0,4,G7,1421500,2016-08-19,3003290006
220741,3,COBBLE HILL-WEST         ,31  COMMERCIAL VACANT LAND                  ,4,329,23, ,V1,98 DE GRAW STREET                        ,            ,11231,0,0,0,3500,0,0,4,V1,0,2016-02-11,3003290023
220742,3,COBBLE HILL-WEST         ,41  TAX CLASS 4 - OTHER                     ,4,319,12, ,Z9,163 COLUMBIA STREET                      ,            ,11231,0,0,0,1991,0,1900,4,Z9,1550000,2016-06-24,3003190012
