accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
GEOMETRIC_CENTER,"Carlton Blvd, Staten Island, NY 10312, USA",ChIJo2NSygJLwokR1RghdaxcEhI,"CARLTON BLVD, Staten Island, NY, US",40.5491138,-74.1804552,1,10312,OK,route
APPROXIMATE,"The Bronx, NY, USA",ChIJsXxpOlWLwokRd1zxj6dDblU,"BRIDGE VIEW ESTATES, Bronx, NY, US",40.8447819,-73.86482679999997,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"8530 3rd Ave, Brooklyn, NY 11209, USA",ChIJyZy1S_VPwokRYUoGOwaxHdQ,"CHIANTI, Brooklyn, NY, US",40.623682,-74.031285,1,11209,OK,"establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"25 Chapel Street, Howard Building, 11th Floor, Brooklyn, NY 11201, United States",ChIJEf4AnzVawokRR2KgeEyR6GU,"DOWNTOWN BKLYN DEVELOPMENT, Brooklyn, NY, US",40.69745820000001,-73.98604959999999,1,11201,OK,"establishment,finance,point_of_interest"
GEOMETRIC_CENTER,"Bay St Landing, Staten Island, NY 10301, USA",ChIJvbJsiM1PwokRhSRPYaSjDQU,"BAY ST LANDING, Staten Island, NY, US",40.6379083,-74.0733022,2,10301,OK,route
ROOFTOP,"705 Forest Ave, Staten Island, NY 10302, USA",ChIJ__-r_nFOwokRTZdZ8mM5E2o,"FOREST AVE BID, Staten Island, NY, US",40.629714,-74.112584,1,10302,OK,"establishment,point_of_interest"
ROOFTOP,"472 Myrtle Ave, Brooklyn, NY 11205, USA",ChIJOVFPp7hbwokRi5-XJ66O3d8,"MYRTLE AVE BID, Brooklyn, NY, US",40.693378,-73.96642920000002,1,11205,OK,"establishment,point_of_interest"
GEOMETRIC_CENTER,"Beach 5th St, Queens, NY 11691, USA",ChIJ4_hjFVFvwokRVsl_t8YqADU,"E/S OF BEACH 5TH ST BETWEEN SEAGIRT AVE & WATER, Queens, NY, US",40.59596989999999,-73.74045459999998,2,11691,OK,route
GEOMETRIC_CENTER,"Amboy Rd, Staten Island, NY, USA",ChIJJd24AORKwokRPVUVHyxYHP0,"AMBOY ROAD, Staten Island, NY, US",40.5347955,-74.1843641,1,,OK,route
GEOMETRIC_CENTER,"Ainsworth Ave, Staten Island, NY 10308, USA",ChIJOXz8-cRLwokRJpvpMfrtKt8,"AINSWORTH AVENUE, Staten Island, NY, US",40.55214,-74.13816209999997,1,10308,OK,route
GEOMETRIC_CENTER,"Bartlett Ave, Staten Island, NY 10312, USA",ChIJlVcwnahLwokRTN75io1lfok,"BARTLETT AVE, Staten Island, NY, US",40.5549861,-74.16762469999998,1,10312,OK,route
GEOMETRIC_CENTER,"Sharrott Ave, Staten Island, NY 10309, USA",ChIJJzayKqxKwokRaofWNCZOxc8,"SHARROTTS AVE, Staten Island, NY, US",40.5174914,-74.2124856,1,10309,OK,route
GEOMETRIC_CENTER,"4th Ave, Brooklyn, NY, USA",ChIJY9tXJ8hawokRGYwdUTXKrHs,"4TH AVE BRIDGE, Brooklyn, NY, US",40.6497863,-74.0090187,1,,OK,route
ROOFTOP,"94 Avenue A, New York, NY 10009, USA",ChIJjRS-soJZwokRyvvVRspU2jI,"SIDEWALK CAFE TEXT, Citywide, NY, US",40.7254628,-73.98371429999997,1,10009,OK,"bar,cafe,establishment,food,point_of_interest,restaurant"
RANGE_INTERPOLATED,"251 Gervil St, Staten Island, NY 10309, USA",EisyNTEgR2VydmlsIFN0LCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMwOSwgVVNBIhsSGQoUChIJw4ripNZKwokR1gOwLTqIm4QQ-wE,"251 GERVIL ST, Staten Island, NY, US",40.54472,-74.2111518,1,10309,OK,street_address
GEOMETRIC_CENTER,"John F. Kennedy International Airport (JFK), Queens, NY 11430, USA",ChIJR0lA1VBmwokR8BGfSBOyT-w,"C-O-P/JFK & LAGUARDIA AIRPORTS, Queens, NY, US",40.6413111,-73.77813909999998,1,11430,OK,"airport,establishment,point_of_interest"
GEOMETRIC_CENTER,"Billings St & Kenilworth Ave, Staten Island, NY 10312, USA",EjpCaWxsaW5ncyBTdCAmIEtlbmlsd29ydGggQXZlLCBTdGF0ZW4gSXNsYW5kLCBOWSAxMDMxMiwgVVNBImYiZAoUChIJH1OUig1LwokRVA_C-GkSzD0SFAoSCR9TlIoNS8KJEVQPwvhpEsw9GhQKEgl9ZFuRDUvCiREVp8XzQrm55RoUChIJo1v6gBJLwokRuJ0v2FLbAV0iCg0rPi0YFXSgyNM,"CHATHAM ST, KENILWORTH AVE, BILLINGS ST, Staten Island, NY, US",40.5618219,-74.1826444,2,10312,OK,intersection
GEOMETRIC_CENTER,"Darlington Ave, Staten Island, NY, USA",ChIJCXw8p8NKwokRuO_YELXrk0w,"N/S/O DARLINGTON AVE W/O HUGUENOT AVES, Staten Island, NY, US",40.5353468,-74.19822160000002,1,,OK,route
ROOFTOP,"1941 Hylan Blvd, Staten Island, NY 10305, USA",ChIJGTTYjshOwokRFyZw33MKAwE,"NEW CREEK BLUEBELT, Staten Island, NY, US",40.5824211,-74.0971502,1,10305,OK,"establishment,local_government_office,point_of_interest"
ROOFTOP,"8900 Van Wyck Expy, Richmond Hill, NY 11418, USA",ChIJUxvbWchgwokRgUOPKERyIR0,"JAMAICA HOSPITAL NURSING HOME, Queens, NY, US",40.7003719,-73.8166443,1,11418,OK,"establishment,hospital,point_of_interest"
ROOFTOP,"36 Crosby St K, New York, NY 10013, USA",EihLLCAzNiBDcm9zYnkgU3QsIE5ldyBZb3JrLCBOWSAxMDAxMywgVVNBIh0aGwoWChQKEgnddjVwiVnCiRGwnCn8srfJ4BIBSw,"476 BROADWAY A/K/A 36 CROSBY ST, Manhattan, NY, US",40.7209519,-73.999725,2,10013,OK,subpremise
ROOFTOP,"353 W 14th St, New York, NY 10014, USA",ChIJaXsA18FZwokRAp3zqMxa6z8,"GANSEVOORT MARKET HISTORIC DIST, Manhattan, NY, US",40.7409048,-74.00470820000002,1,10014,OK,"establishment,point_of_interest"
ROOFTOP,"201 E 69th St, New York, NY 10021, USA",ChIJpefaO-pYwokRGqYVnnuo8xg,"CORNERSTONE MANHATTAN AVENUE, Manhattan, NY, US",40.76777720000001,-73.9615615,1,10021,OK,"establishment,finance,point_of_interest"
APPROXIMATE,"Battery Park City, New York, NY, USA",ChIJuyBm7hpawokRLiwbXIFcTWI,"BATTERY PARK CITY TEXT, Manhattan, NY, US",40.7115786,-74.0158441,1,,OK,"neighborhood,political"
ROOFTOP,"1216 Bay St, Staten Island, NY 10305, USA",ChIJ1cNJU69PwokR3_xynVLZ3QM,"SIBP REZONING/N.E NORTH SHORE, Staten Island, NY, US",40.61348280000001,-74.06571629999998,1,10305,OK,"establishment,health,point_of_interest"
ROOFTOP,"566 Industrial Loop W, Staten Island, NY 10309, USA",ChIJCTbw-yW1w4kRDAirg-kXN4E,"SIBP REZONING/SOUTHEAST MID-ISLAND, Staten Island, NY, US",40.546924,-74.2303435,1,10309,OK,"establishment,point_of_interest"
ROOFTOP,"1216 Bay St, Staten Island, NY 10305, USA",ChIJ1cNJU69PwokR3_xynVLZ3QM,"SIBP REZONING/NORTHWEST NORTH SHORE, Staten Island, NY, US",40.61348280000001,-74.06571629999998,1,10305,OK,"establishment,health,point_of_interest"
ROOFTOP,"546 Industrial Loop W, Staten Island, NY 10309, USA",ChIJZ60E_SW1w4kRycXiQRPTY0M,"SIBP REZONING/CENTRAL MID-ISLAND, Staten Island, NY, US",40.54708770000001,-74.2304683,1,10309,OK,"car_repair,establishment,point_of_interest"
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"HILLSIDE ZONING TEXT/SIBP TEXT, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1322 Travis Ave, Staten Island, NY 10314, USA",ChIJ2a4P1Y1MwokRIkkmtWtgYJs,"SIBP REZONING/NORTHEAST MID-ISLAND, Staten Island, NY, US",40.5993847,-74.1793177,2,10314,OK,"establishment,point_of_interest"
ROOFTOP,"1216 Bay St, Staten Island, NY 10305, USA",ChIJ1cNJU69PwokR3_xynVLZ3QM,"SIBP REZONING/CENTRAL NORTH SHORE, Staten Island, NY, US",40.61348280000001,-74.06571629999998,1,10305,OK,"establishment,health,point_of_interest"
ROOFTOP,"136 Beach 117th St, Rockaway Park, NY 11694, USA",ChIJWytjtitowokRfz_b3hM_uI4,"THE OCEAN GRANDE, Queens, NY, US",40.5777259,-73.8369941,1,11694,OK,"establishment,point_of_interest"
ROOFTOP,"Third Floor, 29 E 61st St, New York, NY 10065, United States",ChIJNfd6VOtYwokRiY9pWqg-lpc,"MADISON AVE BID, Manhattan, NY, US",40.72535999999999,-73.988815,1,10065,OK,"establishment,point_of_interest"
APPROXIMATE,"Arverne, Queens, NY, USA",ChIJA0PKBZBowokRohJ0nsprcXo,"ARVERNE URA, Queens, NY, US",40.592658,-73.7977928,1,,OK,"neighborhood,political"
,,,"197A PLAN FOR BRONX CB #8, Bronx, NY, US",,,0,,REQUEST_DENIED,
ROOFTOP,"Fulton Park, 70 Chauncey St, Brooklyn, NY 11233, USA",ChIJWwO2dXdcwokR48fntL7vPaI,"FULTON PARK URP, Brooklyn, NY, US",40.6797339,-73.9328673,2,11233,OK,"establishment,park,point_of_interest"
GEOMETRIC_CENTER,"Frederick Douglass Blvd, New York, NY, USA",ChIJF2XOzyn0wokReptk5b0b1jk,"FREDERICK DOUGLAS BLVD REZONING, Manhattan, NY, US",40.81651919999999,-73.94654320000002,1,,OK,route
ROOFTOP,"1765 Prospect Pl, Brooklyn, NY 11233, USA",ChIJBw1m3WBcwokRgMvuORqfndo,"PROSPECT PLAZA APTS, Brooklyn, NY, US",40.6725903,-73.9184968,1,11233,OK,"establishment,point_of_interest"
GEOMETRIC_CENTER,"Throop Ave, Brooklyn, NY, USA",ChIJwwz7AvNbwokRJB17MBww734,"THROOP AVE REZONING, Brooklyn, NY, US",40.692358,-73.942807,1,,OK,route
ROOFTOP,"727 5th Ave, New York, NY 10022, USA",ChIJjyX2GqRZwokRT-gdcGoPuSI,"OLD TIFFANY BLDG, Manhattan, NY, US",40.762704600000006,-73.9737215,1,10022,OK,"establishment,jewelry_store,point_of_interest,store"
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"ZR78-06 TEXT CHANGE, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"NoHo, New York, NY, USA",ChIJedN1uJpZwokR0CiqQnqxPXo,"NOHO EAST HISTORIC DIST, Manhattan, NY, US",40.7286587,-73.9925526,1,,OK,"neighborhood,political"
APPROXIMATE,"City Island, The Bronx, NY, USA",ChIJcfoFd3-MwokRKcH6WaiF41Q,"CITY ISLAND REZONING, Bronx, NY, US",40.8468202,-73.7874983,1,,OK,"establishment,natural_feature"
GEOMETRIC_CENTER,"Lindenwood Pl, St. Louis, MO 63109, USA",ChIJJ_q1-XHK2IcRhO4vGJjOsWk,"LINDENWOOD PL BETWEEN WITT AVE & LINDENWOOD RD, Staten Island, NY, US",38.5953044,-90.3083962,1,63109,OK,route
APPROXIMATE,"North Corona, Queens, NY, USA",ChIJR6XyJ8FfwokRKWMlRxSk8HU,"NORTH CORONA REZONING, Queens, NY, US",40.7543725,-73.8669188,1,,OK,"neighborhood,political"
ROOFTOP,"89-00 Sutphin Blvd #204C, Jamaica, NY 11435, USA",ChIJk-3b78RgwokRgnCal8qFYhU,"SUTPHIN BLVD BID, Queens, NY, US",40.685347,-73.792836,1,11435,OK,"establishment,point_of_interest"
APPROXIMATE,"Morrisania, The Bronx, NY, USA",ChIJHQQOLEr0wokRxLXs9U77hhQ,"MORRISANIA AREA REZONING, Bronx, NY, US",40.8250663,-73.91099770000002,1,,OK,"neighborhood,political"
ROOFTOP,"24 Nelson Ave, Staten Island, NY 10308, USA",ChIJ6YXcbrdLwokRlvGU-6bzy5g,"NORTHERN GREAT KILLS, Staten Island, NY, US",40.55026470000001,-74.15154059999998,1,10308,OK,"car_repair,establishment,point_of_interest"
APPROXIMATE,"Hudson Square, New York, NY, USA",ChIJ4QOWMPNZwokRzQfATkrLxa8,"HUDSON SQUARE REZONING, Manhattan, NY, US",40.7265834,-74.00747309999998,1,,OK,"neighborhood,political"
ROOFTOP,"420 Fulton St, Brooklyn, NY 11201, USA",ChIJAZlcfExawokRaJXt0bk15dQ,"MCDONALD'S, Brooklyn, NY, US",40.690838,-73.98620600000002,1,11201,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
GEOMETRIC_CENTER,"Poplar St, Brooklyn, NY 11201, USA",ChIJZ1o6PTdawokR40wYujhYojc,"C-O-P/POPLAR, Brooklyn, NY, US",40.7008815,-73.99211919999998,1,11201,OK,route
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"C4-4D TEXT, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
APPROXIMATE,"East Harlem, New York, NY, USA",ChIJTVaJMQ_2wokRXhEQixzvgR8,"EAST HARLEM REZONING, Manhattan, NY, US",40.7957399,-73.93892129999998,1,,OK,"neighborhood,political"
APPROXIMATE,"Holliswood, Queens, NY, USA",ChIJcZAfbXVhwokR6mE2uyIJ3_o,"HOLLISWOOD REZONING, Queens, NY, US",40.7216667,-73.7682897,1,,OK,"neighborhood,political"
RANGE_INTERPOLATED,"4 Cedarcliff Rd, Staten Island, NY 10301, USA",Ei00IENlZGFyY2xpZmYgUmQsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzAxLCBVU0EiGhIYChQKEgnNv4YFWk7CiRE6dE13XVpf8xAE,"4O CEDARCLIFF RD, Staten Island, NY, US",40.6173479,-74.08814749999998,1,10301,OK,street_address
GEOMETRIC_CENTER,"Duke Ellington Circle, New York, NY, USA",ChIJbay6GBv2wokROx4jkvdgESI,"ANCHOR-MILBANK FRAWLEY CIRCLE URA, Manhattan, NY, US",40.7966307,-73.94941170000001,1,,OK,route
APPROXIMATE,"Long Island City, Queens, NY, USA",ChIJWbG6xytZwokRMY7uxcRsFVY,"CITIBANK, Queens, NY, US",40.744679,-73.94854240000002,1,,OK,"neighborhood,political"
ROOFTOP,"13520 39th Ave, Flushing, NY 11354, USA",ChIJe-xKRw5gwokRg_7SqCkpL1k,"DOWNTOWN FLUSHING TRANSIT HUB BID, Queens, NY, US",40.7596715,-73.83160529999998,1,11354,OK,"establishment,point_of_interest"
ROOFTOP,"65 Hopping Ave, Staten Island, NY 10307, USA",ChIJMaQzSpvKw4kRSg1cUd263Uw,"65 HOPPING AVE, Staten Island, NY, US",40.5096534,-74.2528943,1,10307,OK,premise
APPROXIMATE,"Park Slope, Brooklyn, NY, USA",ChIJ4TnckwFbwokR5KGK5JUDPgA,"PARK SLOPE REZONING, Brooklyn, NY, US",40.6710672,-73.98142279999998,1,,OK,"neighborhood,political"
ROOFTOP,"89 South St, New York, NY 10038, USA",ChIJ48y8-TxawokROJTPwB3cxz8,"SEAPORT REZONING, Manhattan, NY, US",40.7053125,-74.0026298,1,10038,OK,"establishment,point_of_interest,shopping_mall"
ROOFTOP,"129 Lafayette St, New York, NY 10013, USA",ChIJ7UjB7YlZwokRD0To-KxyC4I,"129 LAFAYETTE ST, Manhattan, NY, US",40.718907,-73.9997605,1,10013,OK,premise
APPROXIMATE,"Bushwick, Brooklyn, NY, USA",ChIJU4RFqhFcwokRfMbASZnIKYs,"WEST BUSHWICK URA, Brooklyn, NY, US",40.6957755,-73.91706040000003,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Trenton Ct & Hanover Ave, Staten Island, NY 10309, USA",EjZUcmVudG9uIEN0ICYgSGFub3ZlciBBdmUsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzA5LCBVU0EiZiJkChQKEgnBq1KivErCiRFotSsxpjKOBRIUChIJwatSorxKwokRaLUrMaYyjgUaFAoSCRULvUmjSsKJEVWd6wfjXTEhGhQKEgmvIUGWvErCiRE_8xRAUxmAUiIKDXXCJhgVoAHG0w,"CIARCIA COURT, HANOVER AVE, TRENTON COURT, Staten Island, NY, US",40.5193333,-74.1998176,2,10309,OK,intersection
ROOFTOP,"641 5th Ave, New York, NY 10022, USA",ChIJwR7y9ftYwokRJ1zQrkHc8mk,"OLYMPIC TOWER CPS, Manhattan, NY, US",40.7591618,-73.976385,1,10022,OK,"establishment,point_of_interest"
APPROXIMATE,"East Harlem, New York, NY, USA",ChIJTVaJMQ_2wokRXhEQixzvgR8,"EAST HARLEM REZONING, Manhattan, NY, US",40.7957399,-73.93892129999998,1,,OK,"neighborhood,political"
ROOFTOP,"263 Tompkins Ave, Brooklyn, NY 11216, USA",ChIJbz3NHY1bwokRixQG1gf_wPA,"C-O-P, Brooklyn, NY, US",40.6888144,-73.9448433,1,11216,OK,"establishment,point_of_interest,police"
ROOFTOP,"910 US-1, Woodbridge, NJ 07095, USA",ChIJKbmtyn2UsYkRfdKD3mLASf0,"MAGUIRE ESTATES, Staten Island, NY, US",40.5667453,-74.2956315,1,07095,OK,"car_dealer,establishment,point_of_interest,store"
APPROXIMATE,"Park Slope, Brooklyn, NY, USA",ChIJ4TnckwFbwokR5KGK5JUDPgA,"PARK SLOPE REZONING, Brooklyn, NY, US",40.6710672,-73.98142279999998,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Tribeca Bridge, New York, NY, USA",ChIJFznV0h1awokRdiTlEYPxBY0,"TRIBECA SO HISTORIC DIST EXTENSION, Manhattan, NY, US",40.7174334,-74.01292140000002,2,,OK,route
GEOMETRIC_CENTER,"Rolling Hill Green, Staten Island, NY 10312, USA",ChIJR2W6Oh9LwokR6z0tKtLwRRw,"FOREST HILLGREEN DEV, Staten Island, NY, US",40.550782,-74.19176170000001,1,10312,OK,route
APPROXIMATE,"Lemon Creek, Staten Island, NY 10309, USA",ChIJ3QQB3qRKwokR4BDcwWdFM-M,"LEMON CREEK/SANDY BROOK DRAIN PLAN, Staten Island, NY, US",40.51817910000001,-74.20278669999998,1,10309,OK,"establishment,natural_feature"
GEOMETRIC_CENTER,"Arbutus Creek Bluebelt, Lexa Pl, Staten Island, NY 10312, USA",ChIJWRwONO9KwokRq7we9Dgjwi4,"ARBUTUS CREEK DRAINAGE PLAN, Staten Island, NY, US",40.5355443,-74.18821559999998,1,10312,OK,"establishment,park,point_of_interest,premise"
GEOMETRIC_CENTER,"Atlantic Ave, Brooklyn, NY, USA",Eh9BdGxhbnRpYyBBdmUsIEJyb29rbHluLCBOWSwgVVNBIi4qLAoUChIJYxPoOD9cwokR4yS5zambIqkSFAoSCQkhfJQWRMKJEYZ4AAR0XHaC,"ATLANTIC COURT, Brooklyn, NY, US",40.67676760000001,-73.91739480000003,1,,OK,route
ROOFTOP,"94 Avenue A, New York, NY 10009, USA",ChIJjRS-soJZwokRyvvVRspU2jI,"SIDEWALK CAFE REGULATIONS, Citywide, NY, US",40.7254628,-73.98371429999997,1,10009,OK,"bar,cafe,establishment,food,point_of_interest,restaurant"
ROOFTOP,"36 Short Pl, Staten Island, NY 10312, USA",ChIJtwGpd5NKwokRJZmAsHsDgOE,"36 SHORT PLACE, Staten Island, NY, US",40.5241374,-74.18773399999998,1,10312,OK,premise
GEOMETRIC_CENTER,"Broadway, New York, USA",ChIJOSMjjVlWwokRnpaTPyaFi9o,"BROADWAY ST & MAGUIRE AVE, Staten Island, NY, US",40.908288,-73.896564,1,,OK,route
GEOMETRIC_CENTER,"Radigan Ave, Staten Island, NY 10309, USA",ChIJ165Ea9NKwokRMJxyUPYLomU,"RADIGAN AVE, BOMBAY ST & MASON BLVD, Staten Island, NY, US",40.5442688,-74.21603909999997,2,10309,OK,route
RANGE_INTERPOLATED,"236 Bowne St, The Bronx, NY 10464, USA",EiYyMzYgQm93bmUgU3QsIFRoZSBCcm9ueCwgTlkgMTA0NjQsIFVTQSIbEhkKFAoSCT_PIst7jMKJET0lAlZLCQfbEOwB,"236-240 BOWNE ST, Bronx, NY, US",40.8514523,-73.7857178,1,10464,OK,street_address
ROOFTOP,"Hearst Tower, New York, NY 10019, USA",ChIJU0EjclhYwokRRJsr6pdOlTc,"HEARST TOWER, Manhattan, NY, US",40.7665402,-73.98341620000002,1,10019,OK,premise
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"AKR RETAIL, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"Time-Life Building, New York, NY 10020, USA",ChIJc35kxPhYwokRtwcotSwxqhM,"TIME AND LIFE BUILDING, Manhattan, NY, US",40.7606685,-73.98144839999998,1,10020,OK,premise
APPROXIMATE,"Sugar Hill, New York, NY, USA",ChIJz4gMk332wokRIxzORabBcio,"HAMILTON HEIGHTS/SUGAR HILL N/W, Manhattan, NY, US",40.8279296,-73.94406459999998,1,,OK,"neighborhood,political"
APPROXIMATE,"Pleasant Plains, Staten Island, NY 10309, USA",ChIJkQL_ebNKwokR3zAgMgAvYZ8,"PLEASANT PLAINS, Staten Island, NY, US",40.5239944,-74.21569989999998,1,10309,OK,"colloquial_area,political"
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"WATER TAXIS TEXT, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
APPROXIMATE,"Forest Hills, Queens, NY 11375, USA",ChIJ7d0JIidewokR6rkqi0L6E8c,"FOREST HILLS/REGO PARK REZONING, Queens, NY, US",40.718106,-73.84484690000002,1,11375,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Bayview Ave, Staten Island, NY 10309, USA",ChIJGQnUJbtKwokR4ktloUca6qY,"E/S/O BAYVIEW AVE, S/O FLORENCE PL, Staten Island, NY, US",40.51923439999999,-74.20434300000002,2,10309,OK,route
GEOMETRIC_CENTER,"Memo St, Staten Island, NY 10309, USA",ChIJZ4NeG6NKwokR5yxHPYMkeLQ,"MEMO ST, HANK PLACE, Staten Island, NY, US",40.5162054,-74.19743100000002,2,10309,OK,route
ROOFTOP,"456 Grand St, Brooklyn, NY 11211, USA",ChIJC95jBuJbwokRFf4kRXvTylM,"TRIANGLE COURT APTS, Manhattan, NY, US",40.7110566,-73.95304829999998,1,11211,OK,"establishment,point_of_interest"
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"AKR RETAIL, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"16 Poplar Ave, Staten Island, NY 10309, USA",ChIJQ449titLwokRCtcYzh1tcL0,"S/S/O POPLAR AVE, W/O ROSSVILLE AVE, Staten Island, NY, US",40.552814,-74.2135916,1,10309,OK,"church,establishment,place_of_worship,point_of_interest"
ROOFTOP,"250 W 87th St # 2, New York, NY 10024, USA",ChIJpZQX-oNYwokRUB0wDJE3f_o,"CB7 OFFICE, Queens, NY, US",40.7890699,-73.97654949999998,1,10024,OK,"establishment,local_government_office,point_of_interest"
ROOFTOP,"458 Greenwich St, New York, NY 10013, USA",ChIJf4befPRZwokRH2WqZhtiGuo,"THE GREEK CORNER, Manhattan, NY, US",40.72371709999999,-74.0097423,1,10013,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"60 Poplar Ave, Staten Island, NY 10309, USA",ChIJOauRrCtLwokR8D42vtfn3qc,"60 POPLAR AVE, Staten Island, NY, US",40.5526795,-74.2145851,1,10309,OK,premise
GEOMETRIC_CENTER,"Herrick Ave, Staten Island, NY 10309, USA",ChIJG-N-YjW1w4kRjMxbqeIfJbY,"HERRICK AVE, Staten Island, NY, US",40.5310308,-74.2199143,1,10309,OK,route
GEOMETRIC_CENTER,"Herrick Ave & Gaynor St, Staten Island, NY 10309, USA",EjVIZXJyaWNrIEF2ZSAmIEdheW5vciBTdCwgU3RhdGVuIElzbGFuZCwgTlkgMTAzMDksIFVTQSJmImQKFAoSCQfu_WE1tcOJEf4xYs0mXqyKEhQKEgkH7v1hNbXDiRH-MWLNJl6sihoUChIJG-N-YjW1w4kRjMxbqeIfJbYaFAoSCSGychlLtcOJEbQyG9SBfpa7IgoNJYgoGBXc9cLT,"HERRICK AVE, GAYNOR ST, Staten Island, NY, US",40.5309477,-74.2197796,1,10309,OK,intersection
APPROXIMATE,"Tudor City, New York, NY 10017, USA",ChIJn509KRtZwokRYDD7klIRD1g,"MURRAY HILL HISTORIC DIST, Manhattan, NY, US",40.74884910000001,-73.97161609999998,1,10017,OK,"neighborhood,political"
GEOMETRIC_CENTER,"Madison Ave, New York, NY, USA",ChIJr0lrNZZYwokR5VFYtta0Lvk,"SPEC MADISON AVE PRESERVATION DIST, Manhattan, NY, US",40.7788867,-73.96023259999998,1,,OK,route
GEOMETRIC_CENTER,"Central Park, New York, NY, USA",ChIJ4zGFAZpYwokRGUGph3Mf37k,"ROSA PARKS GARDENS, Manhattan, NY, US",40.78286470000001,-73.9653551,1,,OK,"establishment,park,point_of_interest"
ROOFTOP,"North suite 1003, 1, MetroTech Center, Brooklyn, NY 11201, United States",ChIJm-dJJUtawokRpVgXIwTxW1E,"AMENDED METROTECH BID, Brooklyn, NY, US",40.693275,-73.98669,1,11201,OK,"establishment,point_of_interest"
ROOFTOP,"150 Riverside Dr, New York, NY 10024, USA",ChIJGQtYF4FYwokRXMBWc_r5gF8,"KATERI RESIDENCE, Manhattan, NY, US",40.7906722,-73.97935279999999,1,10024,OK,"doctor,establishment,health,point_of_interest"
ROOFTOP,"80 Lyman Pl, Staten Island, NY 10304, USA",ChIJy_l9tPNOwokR8BKfYTswiJA,"80 LYMAN PLACE, Staten Island, NY, US",40.605559,-74.0964413,1,10304,OK,street_address
ROOFTOP,"35 Utica St #31, Staten Island, NY 10309, USA",Ei0zMSwgMzUgVXRpY2EgU3QsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzA5LCBVU0EiHhocChYKFAoSCTEV_TO3SsKJEbu8Be6_79WlEgIzMQ,"31, 35 UTICA ST, Staten Island, NY, US",40.5246347,-74.2080733,1,10309,OK,subpremise
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"PRIVATE ROADS TEXT, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
APPROXIMATE,"Sugar Hill, New York, NY, USA",ChIJz4gMk332wokRIxzORabBcio,"HAMILTON HGTS/SUGAR HILL DIST, Manhattan, NY, US",40.8279296,-73.94406459999998,1,,OK,"neighborhood,political"
APPROXIMATE,"Queens, NY, USA",ChIJK1kKR2lDwokRBXtcbIvRCUE,"EAGLE ELECTRIC BLDG, Queens, NY, US",40.7282239,-73.7948516,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Sugar Hill, New York, NY, USA",ChIJz4gMk332wokRIxzORabBcio,"HAMILTON HGTS/SUGAR HILL DIST NE, Manhattan, NY, US",40.8279296,-73.94406459999998,1,,OK,"neighborhood,political"
ROOFTOP,"123 E 15th St, New York, NY 10003, USA",ChIJydq1OZ9ZwokR7vCg9FTLL7A,"CORNERSTONE CATHEDRAL GARDENS, Manhattan, NY, US",40.7346749,-73.9880046,2,10003,OK,"church,establishment,health,place_of_worship,point_of_interest"
RANGE_INTERPOLATED,"197 Greenpoint Ave, Brooklyn, NY 11222, USA",EisxOTcgR3JlZW5wb2ludCBBdmUsIEJyb29rbHluLCBOWSAxMTIyMiwgVVNBIhsSGQoUChIJ2V2zZ0dZwokRA6duaC9FNCEQxQE,"GREENPOINT 197-A, Brooklyn, NY, US",40.7304518,-73.951584,1,11222,OK,street_address
